location_id,time_id,conflict_event_count,fatalities,conflict_trend_log
SO_BAKI,202410,0,0,0.0
SO_BAKI,202411,0,0,0.0
SO_BAKI,202412,0,0,0.0
SO_BALCAD,202401,0,0,
SO_BALCAD,202402,13,7,2.6390573296152584
SO_BALCAD,202403,6,1,-0.6931471805599452
SO_BALCAD,202404,8,25,0.25131442828090633
SO_BALCAD,202405,2,0,-1.0986122886681098
SO_BALCAD,202406,19,11,1.897119984885881
SO_BALCAD,202407,2,0,-1.897119984885881
SO_BALCAD,202408,12,57,1.466337068793427
SO_BALCAD,202409,5,0,-0.7731898882334818
SO_BALCAD,202410,21,61,1.299282984130261
SO_BALCAD,202411,9,65,-0.7884573603642702
SO_BALCAD,202412,14,84,0.40546510810816416
SO_BANADIR,202401,53,39,
SO_BANADIR,202402,40,46,-0.27541197985996657
SO_BANADIR,202403,45,33,0.11506932978478712
SO_BANADIR,202404,59,42,0.26570316573300534
SO_BANADIR,202405,41,40,-0.356674943938732
SO_BANADIR,202406,30,17,-0.30368241379822214
SO_BANADIR,202407,24,25,-0.2151113796169457
SO_BANADIR,202408,46,132,0.6312717768418579
SO_BANADIR,202409,35,25,-0.2666286632539485
SO_BANADIR,202410,26,40,-0.2876820724517808
SO_BANADIR,202411,29,23,0.10536051565782634
SO_BANADIR,202412,29,17,0.0
SO_BANDER_BEYLA,202401,0,0,
SO_BANDER_BEYLA,202402,0,0,0.0
SO_BANDER_BEYLA,202403,0,0,0.0
SO_BANDER_BEYLA,202404,0,0,0.0
SO_BANDER_BEYLA,202405,0,0,0.0
SO_BANDER_BEYLA,202406,0,0,0.0
SO_BANDER_BEYLA,202407,0,0,0.0
SO_BANDER_BEYLA,202408,0,0,0.0
SO_BANDER_BEYLA,202409,0,0,0.0
SO_BANDER_BEYLA,202410,0,0,0.0
SO_BANDER_BEYLA,202411,0,0,0.0
SO_BANDER_BEYLA,202412,0,0,0.0
SO_BARAAWE,202401,1,0,
SO_BARAAWE,202402,7,0,1.3862943611198904
SO_BARAAWE,202403,10,0,0.3184537311185349
SO_BARAAWE,202404,4,6,-0.7884573603642704
SO_BARAAWE,202405,5,0,0.18232155679395468
SO_BARAAWE,202406,6,0,0.15415067982725827
SO_BARAAWE,202407,0,0,-1.9459101490553132
SO_BARAAWE,202408,10,0,2.3978952727983707
SO_BARAAWE,202409,9,0,-0.09531017980432477
SO_BARAAWE,202410,6,0,-0.35667494393873267
SO_BARAAWE,202411,10,14,0.45198512374305744
SO_BARAAWE,202412,3,10,-1.01160091167848
SO_BAYDHABA,202401,20,16,
SO_BAYDHABA,202402,21,7,0.04652001563489305
SO_BAYDHABA,202403,19,10,-0.09531017980432521
SO_BAYDHABA,202404,9,2,-0.693147180559945
SO_BAYDHABA,202405,23,12,0.8754687373538999
SO_BAYDHABA,202406,24,18,0.04082199452025481
SO_BAYDHABA,202407,15,13,-0.4462871026284194
SO_BAYDHABA,202408,22,24,0.36290549368936853
SO_BAYDHABA,202409,22,18,0.0
SO_BAYDHABA,202410,28,7,0.23180161405732447
SO_BAYDHABA,202411,20,3,-0.32277339226305113
SO_BAYDHABA,202412,20,2,0.0
SO_BELET_WEYNE,202401,12,4,
SO_BELET_WEYNE,202402,5,1,-0.7731898882334818
SO_BELET_WEYNE,202403,8,6,0.4054651081081646
SO_BELET_WEYNE,202404,8,5,0.0
SO_BELET_WEYNE,202405,4,3,-0.5877866649021193
SO_BELET_WEYNE,202406,7,9,0.47000362924573547
SO_BELET_WEYNE,202407,10,16,0.3184537311185349
SO_BELET_WEYNE,202408,8,1,-0.2006706954621511
SO_BELET_WEYNE,202409,12,7,0.3677247801253172
SO_BELET_WEYNE,202410,11,5,-0.08004270767353638
SO_BELET_WEYNE,202411,4,3,-0.8754687373539001
SO_BELET_WEYNE,202412,12,4,0.9555114450274365
SO_BELET_XAAWO,202401,1,0,
SO_BELET_XAAWO,202402,2,7,0.4054651081081645
SO_BELET_XAAWO,202403,0,0,-1.0986122886681098
SO_BELET_XAAWO,202404,2,1,1.0986122886681098
SO_BELET_XAAWO,202405,1,0,-0.4054651081081645
SO_BELET_XAAWO,202406,3,0,0.6931471805599453
SO_BELET_XAAWO,202407,0,0,-1.3862943611198906
SO_BELET_XAAWO,202408,3,1,1.3862943611198906
SO_BELET_XAAWO,202409,3,0,0.0
SO_BELET_XAAWO,202410,1,0,-0.6931471805599453
SO_BELET_XAAWO,202411,3,0,0.6931471805599453
SO_BELET_XAAWO,202412,4,0,0.2231435513142097
SO_BERBERA,202401,0,0,
SO_BERBERA,202402,0,0,0.0
SO_BERBERA,202403,0,0,0.0
SO_BERBERA,202404,0,0,0.0
SO_BERBERA,202405,0,0,0.0
SO_BERBERA,202406,0,0,0.0
SO_BERBERA,202407,0,0,0.0
SO_BERBERA,202408,0,0,0.0
SO_BERBERA,202409,0,0,0.0
SO_BERBERA,202410,0,0,0.0
SO_BERBERA,202411,0,0,0.0
SO_BERBERA,202412,0,0,0.0
SO_BORAMA,202401,7,0,
SO_BORAMA,202402,0,0,-2.0794415416798357
SO_BORAMA,202403,1,0,0.6931471805599453
SO_BORAMA,202404,0,0,-0.6931471805599453
SO_BORAMA,202405,2,0,1.0986122886681098
SO_BORAMA,202406,1,0,-0.4054651081081645
SO_BORAMA,202407,2,0,0.4054651081081645
SO_BORAMA,202408,0,0,-1.0986122886681098
SO_BORAMA,202409,2,0,1.0986122886681098
SO_BORAMA,202410,0,0,-1.0986122886681098
SO_BORAMA,202411,1,0,0.6931471805599453
SO_BORAMA,202412,0,0,-0.6931471805599453
SO_BOSSASO,202401,11,3,
SO_BOSSASO,202402,11,1,0.0
SO_BOSSASO,202403,2,0,-1.3862943611198906
SO_BOSSASO,202404,0,0,-1.0986122886681098
SO_BOSSASO,202405,8,26,2.1972245773362196
SO_BOSSASO,202406,5,0,-0.4054651081081646
SO_BOSSASO,202407,3,0,-0.4054651081081644
SO_BOSSASO,202408,4,0,0.2231435513142097
SO_BOSSASO,202409,2,0,-0.5108256237659905
SO_BOSSASO,202410,2,0,0.0
SO_BOSSASO,202411,5,0,0.6931471805599452
SO_BOSSASO,202412,3,0,-0.4054651081081644
SO_BUAALE,202401,0,0,
SO_BUAALE,202402,1,20,0.6931471805599453
SO_BUAALE,202403,0,0,-0.6931471805599453
SO_BUAALE,202404,0,0,0.0
SO_BUAALE,202405,0,0,0.0
SO_BUAALE,202406,0,0,0.0
SO_BUAALE,202407,1,0,0.6931471805599453
SO_BUAALE,202408,0,0,-0.6931471805599453
SO_BUAALE,202409,0,0,0.0
SO_BUAALE,202410,0,0,0.0
SO_BUAALE,202411,0,0,0.0
SO_BUAALE,202412,1,0,0.6931471805599453
SO_BULO_BURTO,202401,7,9,
SO_BULO_BURTO,202402,9,9,0.22314355131421015
SO_BULO_BURTO,202403,8,2,-0.10536051565782634
SO_BULO_BURTO,202404,11,35,0.2876820724517808
SO_BULO_BURTO,202405,5,4,-0.6931471805599454
SO_BULO_BURTO,202406,3,0,-0.4054651081081644
SO_BULO_BURTO,202407,20,40,1.6582280766035324
SO_BULO_BURTO,202408,8,2,-0.8472978603872034
SO_BULO_BURTO,202409,10,0,0.2006706954621511
SO_BULO_BURTO,202410,6,7,-0.45198512374305744
SO_BULO_BURTO,202411,3,1,-0.5596157879354227
SO_BULO_BURTO,202412,1,0,-0.6931471805599453
SO_BURCO,202401,4,3,
SO_BURCO,202402,0,0,-1.6094379124341003
SO_BURCO,202403,1,0,0.6931471805599453
SO_BURCO,202404,0,0,-0.6931471805599453
SO_BURCO,202405,3,1,1.3862943611198906
SO_BURCO,202406,4,7,0.2231435513142097
SO_BURCO,202407,1,0,-0.916290731874155
SO_BURCO,202408,0,0,-0.6931471805599453
SO_BURCO,202409,0,0,0.0
SO_BURCO,202410,1,0,0.6931471805599453
SO_BURCO,202411,0,0,-0.6931471805599453
SO_BURCO,202412,0,0,0.0
SO_BURTINLE,202401,0,0,
SO_BURTINLE,202402,0,0,0.0
SO_BURTINLE,202403,0,0,0.0
SO_BURTINLE,202404,0,0,0.0
SO_BURTINLE,202405,0,0,0.0
SO_BURTINLE,202406,0,0,0.0
SO_BURTINLE,202407,0,0,0.0
SO_BURTINLE,202408,0,0,0.0
SO_BURTINLE,202409,2,1,1.0986122886681098
SO_BURTINLE,202410,1,0,-0.4054651081081645
SO_BURTINLE,202411,0,0,-0.6931471805599453
SO_BURTINLE,202412,0,0,0.0
SO_BUUHOODLE,202401,2,0,
SO_BUUHOODLE,202402,0,0,-1.0986122886681098
SO_BUUHOODLE,202403,0,0,0.0
SO_BUUHOODLE,202404,1,0,0.6931471805599453
SO_BUUHOODLE,202405,4,2,0.916290731874155
SO_BUUHOODLE,202406,1,0,-0.916290731874155
SO_BUUHOODLE,202407,1,0,0.0
SO_BUUHOODLE,202408,1,0,0.0
SO_BUUHOODLE,202409,2,2,0.4054651081081645
SO_BUUHOODLE,202410,5,6,0.6931471805599452
SO_BUUHOODLE,202411,7,31,0.2876820724517808
SO_BUUHOODLE,202412,6,0,-0.13353139262452252
SO_BUUR_XAKABA,202401,2,0,
SO_BUUR_XAKABA,202402,1,3,-0.4054651081081645
SO_BUUR_XAKABA,202403,2,0,0.4054651081081645
SO_BUUR_XAKABA,202404,2,10,0.0
SO_BUUR_XAKABA,202405,1,2,-0.4054651081081645
SO_BUUR_XAKABA,202406,2,1,0.4054651081081645
SO_BUUR_XAKABA,202407,3,0,0.2876820724517808
SO_BUUR_XAKABA,202408,3,0,0.0
SO_BUUR_XAKABA,202409,1,2,-0.6931471805599453
SO_BUUR_XAKABA,202410,1,0,0.0
SO_BUUR_XAKABA,202411,1,0,0.0
SO_BUUR_XAKABA,202412,1,0,0.0
SO_CABUDWAAQ,202401,1,2,
SO_CABUDWAAQ,202402,0,0,-0.6931471805599453
SO_CABUDWAAQ,202403,1,1,0.6931471805599453
SO_CABUDWAAQ,202404,5,13,1.0986122886681096
SO_CABUDWAAQ,202405,7,7,0.2876820724517808
SO_CABUDWAAQ,202406,4,77,-0.47000362924573547
SO_CABUDWAAQ,202407,3,16,-0.2231435513142097
SO_CABUDWAAQ,202408,7,12,0.6931471805599452
SO_CABUDWAAQ,202409,5,41,-0.2876820724517808
SO_CABUDWAAQ,202410,4,8,-0.18232155679395468
SO_CABUDWAAQ,202411,2,2,-0.5108256237659905
SO_CABUDWAAQ,202412,0,0,-1.0986122886681098
SO_CADAADO,202401,0,0,
SO_CADAADO,202402,0,0,0.0
SO_CADAADO,202403,1,0,0.6931471805599453
SO_CADAADO,202404,2,1,0.4054651081081645
SO_CADAADO,202405,0,0,-1.0986122886681098
SO_CADAADO,202406,0,0,0.0
SO_CADAADO,202407,0,0,0.0
SO_CADAADO,202408,2,2,1.0986122886681098
SO_CADAADO,202409,3,14,0.2876820724517808
SO_CADAADO,202410,2,6,-0.2876820724517808
SO_CADAADO,202411,0,0,-1.0986122886681098
SO_CADAADO,202412,0,0,0.0
SO_CADALE,202401,1,0,
SO_CADALE,202402,1,8,0.0
SO_CADALE,202403,1,0,0.0
SO_CADALE,202404,0,0,-0.6931471805599453
SO_CADALE,202405,0,0,0.0
SO_CADALE,202406,3,6,1.3862943611198906
SO_CADALE,202407,0,0,-1.3862943611198906
SO_CADALE,202408,0,0,0.0
SO_CADALE,202409,0,0,0.0
SO_CADALE,202410,2,4,1.0986122886681098
SO_CADALE,202411,1,10,-0.4054651081081645
SO_CADALE,202412,2,37,0.4054651081081645
SO_CALAWLA,202401,0,0,
SO_CALAWLA,202402,2,1,1.0986122886681098
SO_CALAWLA,202403,0,0,-1.0986122886681098
SO_CALAWLA,202404,0,0,0.0
SO_CALAWLA,202405,0,0,0.0
SO_CALAWLA,202406,0,0,0.0
SO_CALAWLA,202407,0,0,0.0
SO_CALAWLA,202408,0,0,0.0
SO_CALAWLA,202409,0,0,0.0
SO_CALAWLA,202410,0,0,0.0
SO_CALAWLA,202411,0,0,0.0
SO_CALAWLA,202412,0,0,0.0
SO_CAYNABO,202401,3,1,
SO_CAYNABO,202402,0,0,-1.3862943611198906
SO_CAYNABO,202403,1,0,0.6931471805599453
SO_CAYNABO,202404,2,3,0.4054651081081645
SO_CAYNABO,202405,2,0,0.0
SO_CAYNABO,202406,0,0,-1.0986122886681098
SO_CAYNABO,202407,0,0,0.0
SO_CAYNABO,202408,2,0,1.0986122886681098
SO_CAYNABO,202409,1,0,-0.4054651081081645
SO_CAYNABO,202410,0,0,-0.6931471805599453
SO_CAYNABO,202411,0,0,0.0
SO_CAYNABO,202412,0,0,0.0
SO_CEEL_AFWEIN,202401,2,2,
SO_CEEL_AFWEIN,202402,0,0,-1.0986122886681098
SO_CEEL_AFWEIN,202403,0,0,0.0
SO_CEEL_AFWEIN,202404,0,0,0.0
SO_CEEL_AFWEIN,202405,1,0,0.6931471805599453
SO_CEEL_AFWEIN,202406,0,0,-0.6931471805599453
SO_CEEL_AFWEIN,202407,2,0,1.0986122886681098
SO_CEEL_AFWEIN,202408,0,0,-1.0986122886681098
SO_CEEL_AFWEIN,202409,1,0,0.6931471805599453
SO_CEEL_AFWEIN,202410,0,0,-0.6931471805599453
SO_CEEL_AFWEIN,202411,0,0,0.0
SO_CEEL_AFWEIN,202412,1,0,0.6931471805599453
SO_CEEL_BARDE,202401,0,0,
SO_CEEL_BARDE,202402,0,0,0.0
SO_CEEL_BARDE,202403,0,0,0.0
SO_CEEL_BARDE,202404,2,1,1.0986122886681098
SO_CEEL_BARDE,202405,0,0,-1.0986122886681098
SO_CEEL_BARDE,202406,3,3,1.3862943611198906
SO_CEEL_BARDE,202407,0,0,-1.3862943611198906
SO_CEEL_BARDE,202408,0,0,0.0
SO_CEEL_BARDE,202409,0,0,0.0
SO_CEEL_BARDE,202410,0,0,0.0
SO_CEEL_BARDE,202411,2,1,1.0986122886681098
SO_CEEL_BARDE,202412,2,0,0.0
SO_CEEL_BUUR,202401,5,33,
SO_CEEL_BUUR,202402,4,3,-0.18232155679395468
SO_CEEL_BUUR,202403,1,0,-0.916290731874155
SO_CEEL_BUUR,202404,0,0,-0.6931471805599453
SO_CEEL_BUUR,202405,0,0,0.0
SO_CEEL_BUUR,202406,1,1,0.6931471805599453
SO_CEEL_BUUR,202407,1,3,0.0
SO_CEEL_BUUR,202408,1,7,0.0
SO_CEEL_BUUR,202409,2,0,0.4054651081081645
SO_CEEL_BUUR,202410,1,0,-0.4054651081081645
SO_CEEL_BUUR,202411,4,1,0.916290731874155
SO_CEEL_BUUR,202412,3,13,-0.2231435513142097
SO_CEEL_DHEER,202401,7,12,
SO_CEEL_DHEER,202402,11,48,0.4054651081081646
SO_CEEL_DHEER,202403,6,24,-0.5389965007326871
SO_CEEL_DHEER,202404,2,1,-0.8472978603872034
SO_CEEL_DHEER,202405,10,22,1.2992829841302609
SO_CEEL_DHEER,202406,14,198,0.3101549283038394
SO_CEEL_DHEER,202407,14,80,0.0
SO_CEEL_DHEER,202408,2,10,-1.6094379124341003
SO_CEEL_DHEER,202409,3,7,0.2876820724517808
SO_CEEL_DHEER,202410,23,211,1.7917594692280552
SO_CEEL_DHEER,202411,8,45,-0.9808292530117262
SO_CEEL_DHEER,202412,1,2,-1.5040773967762742
SO_CEEL_WAAQ,202401,1,0,
SO_CEEL_WAAQ,202402,2,0,0.4054651081081645
SO_CEEL_WAAQ,202403,0,0,-1.0986122886681098
SO_CEEL_WAAQ,202404,0,0,0.0
SO_CEEL_WAAQ,202405,0,0,0.0
SO_CEEL_WAAQ,202406,2,0,1.0986122886681098
SO_CEEL_WAAQ,202407,2,3,0.0
SO_CEEL_WAAQ,202408,2,0,0.0
SO_CEEL_WAAQ,202409,5,3,0.6931471805599452
SO_CEEL_WAAQ,202410,4,0,-0.18232155679395468
SO_CEEL_WAAQ,202411,3,2,-0.2231435513142097
SO_CEEL_WAAQ,202412,5,4,0.4054651081081644
SO_CEERIGAABO,202401,0,0,
SO_CEERIGAABO,202402,1,1,0.6931471805599453
SO_CEERIGAABO,202403,0,0,-0.6931471805599453
SO_CEERIGAABO,202404,7,8,2.0794415416798357
SO_CEERIGAABO,202405,3,1,-0.6931471805599452
SO_CEERIGAABO,202406,1,0,-0.6931471805599453
SO_CEERIGAABO,202407,5,0,1.0986122886681096
SO_CEERIGAABO,202408,9,17,0.5108256237659909
SO_CEERIGAABO,202409,2,0,-1.2039728043259361
SO_CEERIGAABO,202410,3,1,0.2876820724517808
SO_CEERIGAABO,202411,8,4,0.810930216216329
SO_CEERIGAABO,202412,16,28,0.6359887667199966
SO_DHUUSAMAREEB,202401,5,8,
SO_DHUUSAMAREEB,202402,1,1,-1.0986122886681096
SO_DHUUSAMAREEB,202403,1,5,0.0
SO_DHUUSAMAREEB,202404,1,0,0.0
SO_DHUUSAMAREEB,202405,2,6,0.4054651081081645
SO_DHUUSAMAREEB,202406,3,4,0.2876820724517808
SO_DHUUSAMAREEB,202407,2,1,-0.2876820724517808
SO_DHUUSAMAREEB,202408,5,7,0.6931471805599452
SO_DHUUSAMAREEB,202409,1,2,-1.0986122886681096
SO_DHUUSAMAREEB,202410,2,1,0.4054651081081645
SO_DHUUSAMAREEB,202411,4,21,0.5108256237659905
SO_DHUUSAMAREEB,202412,4,5,0.0
SO_DIINSOOR,202401,6,5,
SO_DIINSOOR,202402,5,2,-0.15415067982725827
SO_DIINSOOR,202403,8,11,0.4054651081081646
SO_DIINSOOR,202404,4,0,-0.5877866649021193
SO_DIINSOOR,202405,8,1,0.5877866649021193
SO_DIINSOOR,202406,4,0,-0.5877866649021193
SO_DIINSOOR,202407,6,0,0.33647223662121295
SO_DIINSOOR,202408,4,0,-0.33647223662121295
SO_DIINSOOR,202409,8,5,0.5877866649021193
SO_DIINSOOR,202410,8,0,0.0
SO_DIINSOOR,202411,4,0,-0.5877866649021193
SO_DIINSOOR,202412,4,0,0.0
SO_DOOLOW,202401,2,0,
SO_DOOLOW,202402,1,0,-0.4054651081081645
SO_DOOLOW,202403,0,0,-0.6931471805599453
SO_DOOLOW,202404,0,0,0.0
SO_DOOLOW,202405,1,2,0.6931471805599453
SO_DOOLOW,202406,2,0,0.4054651081081645
SO_DOOLOW,202407,0,0,-1.0986122886681098
SO_DOOLOW,202408,2,0,1.0986122886681098
SO_DOOLOW,202409,1,0,-0.4054651081081645
SO_DOOLOW,202410,1,1,0.0
SO_DOOLOW,202411,0,0,-0.6931471805599453
SO_DOOLOW,202412,3,5,1.3862943611198906
SO_EYL,202401,1,0,
SO_EYL,202402,0,0,-0.6931471805599453
SO_EYL,202403,1,0,0.6931471805599453
SO_EYL,202404,0,0,-0.6931471805599453
SO_EYL,202405,1,0,0.6931471805599453
SO_EYL,202406,0,0,-0.6931471805599453
SO_EYL,202407,0,0,0.0
SO_EYL,202408,0,0,0.0
SO_EYL,202409,0,0,0.0
SO_EYL,202410,0,0,0.0
SO_EYL,202411,0,0,0.0
SO_EYL,202412,0,0,0.0
SO_GAALKACYO,202401,2,5,
SO_GAALKACYO,202402,2,11,0.0
SO_GAALKACYO,202403,1,1,-0.4054651081081645
SO_GAALKACYO,202404,5,5,1.0986122886681096
SO_GAALKACYO,202405,5,1,0.0
SO_GAALKACYO,202406,3,28,-0.4054651081081644
SO_GAALKACYO,202407,3,1,0.0
SO_GAALKACYO,202408,3,1,0.0
SO_GAALKACYO,202409,2,3,-0.2876820724517808
SO_GAALKACYO,202410,1,0,-0.4054651081081645
SO_GAALKACYO,202411,2,0,0.4054651081081645
SO_GAALKACYO,202412,13,30,1.5404450409471486
SO_GABILEY,202401,2,0,
SO_GABILEY,202402,0,0,-1.0986122886681098
SO_GABILEY,202403,0,0,0.0
SO_GABILEY,202404,0,0,0.0
SO_GABILEY,202405,0,0,0.0
SO_GABILEY,202406,0,0,0.0
SO_GABILEY,202407,0,0,0.0
SO_GABILEY,202408,0,0,0.0
SO_GABILEY,202409,0,0,0.0
SO_GABILEY,202410,0,0,0.0
SO_GABILEY,202411,0,0,0.0
SO_GABILEY,202412,0,0,0.0
SO_GARBAHAARAY,202401,2,0,
SO_GARBAHAARAY,202402,0,0,-1.0986122886681098
SO_GARBAHAARAY,202403,3,1,1.3862943611198906
SO_GARBAHAARAY,202404,0,0,-1.3862943611198906
SO_GARBAHAARAY,202405,0,0,0.0
SO_GARBAHAARAY,202406,0,0,0.0
SO_GARBAHAARAY,202407,4,0,1.6094379124341003
SO_GARBAHAARAY,202408,3,0,-0.2231435513142097
SO_GARBAHAARAY,202409,1,0,-0.6931471805599453
SO_GARBAHAARAY,202410,2,1,0.4054651081081645
SO_GARBAHAARAY,202411,6,0,0.8472978603872034
SO_GARBAHAARAY,202412,4,0,-0.33647223662121295
SO_GAROOWE,202401,7,1,
SO_GAROOWE,202402,5,1,-0.2876820724517808
SO_GAROOWE,202403,1,1,-1.0986122886681096
SO_GAROOWE,202404,2,1,0.4054651081081645
SO_GAROOWE,202405,3,0,0.2876820724517808
SO_GAROOWE,202406,4,4,0.2231435513142097
SO_GAROOWE,202407,1,0,-0.916290731874155
SO_GAROOWE,202408,1,0,0.0
SO_GAROOWE,202409,0,0,-0.6931471805599453
SO_GAROOWE,202410,4,1,1.6094379124341003
SO_GAROOWE,202411,2,1,-0.5108256237659905
SO_GAROOWE,202412,0,0,-1.0986122886681098
SO_GOLDOGOB,202401,0,0,
SO_GOLDOGOB,202402,2,10,1.0986122886681098
SO_GOLDOGOB,202403,0,0,-1.0986122886681098
SO_GOLDOGOB,202404,0,0,0.0
SO_GOLDOGOB,202405,0,0,0.0
SO_GOLDOGOB,202406,6,55,1.9459101490553132
SO_GOLDOGOB,202407,1,0,-1.252762968495368
SO_GOLDOGOB,202408,2,1,0.4054651081081645
SO_GOLDOGOB,202409,1,1,-0.4054651081081645
SO_GOLDOGOB,202410,1,1,0.0
SO_GOLDOGOB,202411,0,0,-0.6931471805599453
SO_GOLDOGOB,202412,0,0,0.0
SO_HARGEYSA,202401,6,3,
SO_HARGEYSA,202402,0,0,-1.9459101490553132
SO_HARGEYSA,202403,0,0,0.0
SO_HARGEYSA,202404,3,0,1.3862943611198906
SO_HARGEYSA,202405,1,0,-0.6931471805599453
SO_HARGEYSA,202406,3,0,0.6931471805599453
SO_HARGEYSA,202407,1,0,-0.6931471805599453
SO_HARGEYSA,202408,1,1,0.0
SO_HARGEYSA,202409,1,0,0.0
SO_HARGEYSA,202410,0,0,-0.6931471805599453
SO_HARGEYSA,202411,3,0,1.3862943611198906
SO_HARGEYSA,202412,3,0,0.0
SO_HOBYO,202401,0,0,
SO_HOBYO,202402,1,26,0.6931471805599453
SO_HOBYO,202403,8,11,1.5040773967762742
SO_HOBYO,202404,0,0,-2.1972245773362196
SO_HOBYO,202405,1,0,0.6931471805599453
SO_HOBYO,202406,3,5,0.6931471805599453
SO_HOBYO,202407,0,0,-1.3862943611198906
SO_HOBYO,202408,0,0,0.0
SO_HOBYO,202409,2,15,1.0986122886681098
SO_HOBYO,202410,1,0,-0.4054651081081645
SO_HOBYO,202411,3,4,0.6931471805599453
SO_HOBYO,202412,0,0,-1.3862943611198906
SO_ISKUSHUBAN,202401,0,0,
SO_ISKUSHUBAN,202402,0,0,0.0
SO_ISKUSHUBAN,202403,0,0,0.0
SO_ISKUSHUBAN,202404,0,0,0.0
SO_ISKUSHUBAN,202405,3,3,1.3862943611198906
SO_ISKUSHUBAN,202406,0,0,-1.3862943611198906
SO_ISKUSHUBAN,202407,0,0,0.0
SO_ISKUSHUBAN,202408,0,0,0.0
SO_ISKUSHUBAN,202409,0,0,0.0
SO_ISKUSHUBAN,202410,0,0,0.0
SO_ISKUSHUBAN,202411,0,0,0.0
SO_ISKUSHUBAN,202412,1,30,0.6931471805599453
SO_JALALAQSI,202401,5,7,
SO_JALALAQSI,202402,1,1,-1.0986122886681096
SO_JALALAQSI,202403,3,1,0.6931471805599453
SO_JALALAQSI,202404,3,3,0.0
